state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
IA,89,510,no,yes,14,155.1,99,26.37,251.9,108,21.41,162.2,80,7.3,7.8,5,2.11,0,no
AR,90,415,no,no,0,98.0,135,16.66,185.8,129,15.79,244.7,79,11.01,13.1,5,3.54,0,no
NE,149,510,no,no,0,265.0,111,45.05,170.2,139,14.47,181.4,93,8.16,11.0,1,2.97,6,yes
DE,64,415,no,no,0,235.8,97,40.09,192.7,104,16.38,225.2,80,10.13,12.6,2,3.4,1,yes
ID,139,408,no,yes,4,168.8,87,28.7,97.6,106,8.3,140.0,90,6.3,7.3,5,1.97,3,no
VT,148,510,no,no,0,196.5,101,33.41,187.8,94,15.96,245.7,77,11.06,7.8,8,2.11,1,no
MD,134,408,no,no,0,178.0,95,30.26,161.4,87,13.72,230.7,74,10.38,15.3,6,4.13,0,no
ND,214,415,no,no,0,159.2,83,27.06,160.2,107,13.62,210.2,77,9.46,5.9,6,1.59,1,no
LA,86,415,no,no,0,82.2,102,13.97,221.7,114,18.84,170.0,87,7.65,9.7,3,2.62,1,no
HI,87,415,no,no,0,208.1,106,35.38,235.5,142,20.02,172.1,118,7.74,12.1,8,3.27,3,no
AZ,72,510,no,no,0,139.8,115,23.77,255.1,90,21.68,228.2,104,10.27,11.1,2,3.0,2,no
OH,126,510,no,no,0,188.7,86,32.08,272.4,123,23.15,243.3,100,10.95,5.5,5,1.49,0,no
MO,79,510,no,yes,7,180.4,90,30.67,148.2,99,12.6,159.9,103,7.2,10.8,7,2.92,0,no
CO,30,408,no,no,0,225.2,118,38.28,191.7,105,16.29,237.4,96,10.68,4.7,2,1.27,1,no
KY,81,510,no,no,0,183.1,135,31.13,215.2,74,18.29,232.1,142,10.44,13.1,4,3.54,1,yes
DE,44,510,no,yes,3,198.4,101,33.73,234.5,89,19.93,255.6,97,11.5,6.0,3,1.62,1,no
MI,133,408,no,yes,4,132.3,103,22.49,221.5,77,18.83,172.2,106,7.75,7.0,3,1.89,0,no
MO,117,415,no,yes,7,192.4,109,32.71,105.7,103,8.98,159.8,106,7.19,6.9,3,1.86,1,no
AK,80,415,yes,no,0,204.0,100,34.68,200.2,114,17.02,134.8,108,6.07,11.7,5,3.16,3,no
PA,104,510,no,yes,9,202.0,102,34.34,194.5,109,16.53,228.8,81,10.3,7.8,4,2.11,1,no
VT,103,415,no,yes,5,186.2,83,31.65,198.5,58,16.87,205.1,123,9.23,5.7,6,1.54,1,no
ME,70,510,no,no,0,141.1,124,23.99,184.8,74,15.71,183.0,93,8.23,14.7,3,3.97,2,no
MI,116,510,no,no,0,178.0,127,30.26,221.1,104,18.79,205.6,91,9.25,6.7,4,1.81,2,no
VA,93,510,no,no,0,172.9,121,29.39,175.5,98,14.92,237.6,104,10.69,10.0,3,2.7,4,no
NC,113,415,no,yes,8,253.7,92,43.13,198.3,93,16.86,150.8,89,6.79,9.7,4,2.62,1,no
WI,97,408,no,no,0,203.4,139,34.58,152.5,110,12.96,252.1,145,11.34,8.8,6,2.38,2,yes
SD,158,415,no,yes,10,166.3,112,28.27,220.3,118,18.73,120.2,70,5.41,10.6,2,2.86,1,no
NH,106,408,no,no,0,134.9,79,22.93,188.5,92,16.02,164.8,118,7.42,9.0,2,2.43,0,no
IL,40,408,no,no,0,252.7,107,42.96,193.8,90,16.47,198.8,85,8.95,9.0,4,2.43,2,no
WA,68,408,no,yes,6,199.7,116,33.95,304.0,111,25.84,174.5,97,7.85,6.3,7,1.7,2,no
MO,93,510,no,no,0,203.7,113,34.63,189.0,102,16.07,159.0,102,7.15,8.5,5,2.29,2,no
NJ,104,415,no,no,0,177.8,122,30.23,178.5,102,15.17,197.6,113,8.89,15.4,5,4.16,2,no
NY,78,408,no,yes,6,211.7,73,35.99,234.5,102,19.93,286.9,85,12.91,7.4,1,2.0,2,no
TX,59,510,no,no,0,121.7,97,20.69,156.0,106,13.26,172.6,103,7.77,9.5,5,2.57,2,no
NE,109,415,no,yes,9,141.5,116,24.06,238.9,100,20.31,161.0,86,7.25,12.0,4,3.24,3,no
VA,131,415,yes,no,0,143.8,114,24.45,192.8,114,16.39,227.2,132,10.22,14.1,8,3.81,3,yes
CT,90,510,no,no,0,109.5,127,18.62,236.5,55,20.1,195.4,99,8.79,14.1,4,3.81,1,no
ID,127,510,no,yes,13,137.8,111,23.43,178.8,102,15.2,213.3,93,9.6,12.2,7,3.29,3,no
IN,146,415,yes,no,0,215.2,94,36.58,153.3,130,13.03,183.1,94,8.24,16.2,3,4.37,0,no
ME,36,415,no,no,0,191.0,99,32.47,222.4,79,18.9,181.3,113,8.16,8.5,3,2.29,0,no
LA,180,510,no,no,0,173.0,90,29.41,208.6,114,17.73,241.7,129,10.88,4.3,5,1.16,1,no
NV,146,510,no,no,0,185.9,90,31.6,196.6,107,16.71,206.3,111,9.28,15.0,1,4.05,1,no
AK,102,510,no,yes,5,225.5,134,38.34,181.1,61,15.39,123.6,76,5.56,12.4,6,3.35,1,no
OK,52,415,yes,yes,7,241.8,90,41.11,218.8,85,18.6,178.8,133,8.05,13.7,2,3.7,2,no
TN,123,510,no,no,0,137.6,77,23.39,216.8,138,18.43,181.1,80,8.15,10.9,5,2.94,2,no
DE,173,510,no,no,0,161.8,96,27.51,295.3,72,25.1,163.4,128,7.35,5.3,4,1.43,1,no
LA,96,510,no,no,0,176.8,100,30.06,204.9,102,17.42,197.8,122,8.9,15.7,5,4.24,2,no
AL,174,415,no,no,0,105.4,88,17.92,174.8,88,14.86,126.1,125,5.67,14.0,9,3.78,2,no
NJ,125,510,no,no,0,119.7,106,20.35,252.1,110,21.43,213.9,89,9.63,7.3,4,1.97,1,no
PA,69,408,no,no,0,155.3,93,26.4,169.4,98,14.4,211.6,108,9.52,7.6,5,2.05,1,no
OH,103,408,yes,no,0,155.5,96,26.44,152.5,80,12.96,217.4,100,9.78,7.9,2,2.13,1,no
WA,95,510,yes,no,0,223.4,92,37.98,215.7,82,18.33,195.1,106,8.78,10.6,4,2.86,3,yes
ME,95,408,no,yes,4,155.1,95,26.37,189.5,80,16.11,150.8,140,6.79,10.1,4,2.73,3,no
SD,112,415,no,no,0,200.8,108,34.14,191.8,125,16.3,189.8,121,8.54,9.0,3,2.43,1,no
WY,101,415,no,no,0,155.8,64,26.49,230.1,92,19.56,203.8,81,9.17,8.8,3,2.38,0,no
CO,100,408,no,yes,12,179.2,95,30.46,240.4,73,20.43,257.1,88,11.57,11.7,4,3.16,2,no
DE,120,415,no,no,0,221.1,70,37.59,213.3,76,18.13,222.0,87,9.99,6.8,0,1.84,1,no
VA,100,510,no,no,0,235.3,77,40.0,227.4,91,19.33,191.3,114,8.61,9.6,3,2.59,2,no
DE,134,415,no,no,0,160.7,98,27.32,212.1,116,18.03,271.0,89,12.2,14.1,3,3.81,2,no
NE,92,408,no,no,0,214.8,80,36.52,236.1,98,20.07,230.2,87,10.36,12.3,2,3.32,1,no
AK,50,510,no,no,0,142.2,109,24.17,225.4,104,19.16,233.1,66,10.49,8.6,7,2.32,1,no
MT,133,510,no,no,0,173.6,125,29.51,186.2,105,15.83,151.0,114,6.79,14.3,4,3.86,1,yes
CT,102,408,no,no,0,217.4,103,36.96,193.2,116,16.42,186.6,109,8.4,7.6,2,2.05,1,no
AZ,67,408,no,no,0,141.7,93,24.09,228.0,125,19.38,206.0,88,9.27,8.9,6,2.4,2,no
SD,149,408,no,yes,6,219.3,80,37.28,250.2,90,21.27,218.7,128,9.84,9.6,2,2.59,2,yes
MO,78,408,no,no,0,233.0,62,39.61,207.0,120,17.6,193.2,92,8.69,11.2,4,3.02,4,yes
KY,75,408,no,no,0,163.4,104,27.78,231.4,93,19.67,265.7,109,11.96,14.5,2,3.92,0,no
OR,11,510,no,yes,9,218.5,92,37.15,237.9,65,20.22,189.8,95,8.54,9.7,8,2.62,1,no
AR,23,408,no,no,0,227.9,74,38.74,161.8,102,13.75,207.1,98,9.32,6.7,6,1.81,0,no
TX,138,408,no,no,0,163.0,109,27.71,196.1,105,16.67,192.0,113,8.64,5.4,2,1.46,4,no
ME,93,415,no,yes,7,177.5,119,30.18,237.9,104,20.22,284.6,139,12.81,5.8,4,1.57,1,no
IN,22,510,no,yes,10,210.5,105,35.79,154.1,65,13.1,200.2,90,9.01,9.7,1,2.62,2,no
AK,130,408,no,no,0,130.6,129,22.2,226.1,104,19.22,223.1,122,10.04,7.7,1,2.08,1,no
ME,168,408,no,yes,10,169.0,126,28.73,237.2,80,20.16,169.7,133,7.64,6.4,6,1.73,0,no
WV,168,415,yes,no,0,179.0,74,30.43,169.7,73,14.42,246.8,130,11.11,11.0,2,2.97,1,yes
AL,79,415,no,yes,7,192.2,88,32.67,155.6,115,13.23,233.9,92,10.53,8.5,2,2.29,0,no
NM,36,510,no,no,0,168.3,108,28.61,169.3,63,14.39,186.9,96,8.41,9.3,6,2.51,2,no
KS,79,510,no,no,0,214.2,129,36.41,221.3,128,18.81,239.4,94,10.77,12.5,3,3.38,1,no
ME,181,408,no,no,0,225.0,68,38.25,211.7,95,17.99,205.4,112,9.24,7.6,4,2.05,2,no
TN,87,510,no,no,0,119.2,108,20.26,159.9,108,13.59,220.3,85,9.91,12.9,4,3.48,3,no
GA,102,408,no,no,0,131.8,105,22.41,187.8,127,15.96,203.2,96,9.14,14.2,1,3.83,2,no
NJ,11,415,no,no,0,165.1,78,28.07,229.8,117,19.53,211.3,116,9.51,9.5,5,2.57,0,yes
MA,124,510,no,no,0,108.0,73,18.36,190.3,89,16.18,226.9,52,10.21,9.8,8,2.65,1,no
ND,135,415,no,yes,5,212.2,98,36.07,226.2,78,19.23,209.1,118,9.41,5.6,2,1.51,1,no
IL,114,510,no,no,0,239.6,82,40.73,197.5,84,16.79,208.8,110,9.4,16.9,3,4.56,2,no
HI,84,408,no,yes,5,167.0,53,28.39,150.5,133,12.79,211.5,89,9.52,4.9,9,1.32,1,no
MI,102,415,no,no,0,208.1,115,35.38,119.2,113,10.13,207.2,88,9.32,7.4,2,2.0,0,no
AR,146,415,no,no,0,176.8,113,30.06,176.4,105,14.99,159.2,89,7.16,9.1,6,2.46,2,no
CO,134,510,no,yes,8,117.4,103,19.96,195.7,116,16.63,243.1,69,10.94,8.2,7,2.21,0,no
AL,94,408,no,no,0,176.9,73,30.07,174.3,87,14.82,181.3,89,8.16,9.6,6,2.59,1,no
NJ,92,408,no,no,0,143.5,79,24.4,236.2,100,20.08,197.9,82,8.91,14.7,2,3.97,3,no
LA,109,408,no,no,0,163.8,86,27.85,214.8,114,18.26,171.7,72,7.73,10.5,5,2.83,1,no
TX,112,415,no,no,0,139.9,140,23.78,246.2,92,20.93,161.4,106,7.26,10.3,7,2.78,2,yes
KS,111,408,no,no,0,167.9,117,28.54,181.0,105,15.39,195.4,87,8.79,11.5,4,3.11,0,no
AK,140,415,no,yes,6,228.7,62,38.88,165.6,114,14.08,228.5,95,10.28,12.5,6,3.38,3,no
MD,94,415,no,no,0,142.2,122,24.17,220.4,105,18.73,194.4,109,8.75,9.0,3,2.43,1,no
AZ,47,510,no,no,0,261.4,78,44.44,208.2,89,17.7,198.3,102,8.92,9.0,4,2.43,0,no
HI,154,415,no,no,0,197.8,111,33.63,173.5,92,14.75,197.6,136,8.89,7.3,5,1.97,2,no
SD,64,408,no,yes,8,153.7,103,26.13,269.8,76,22.93,166.5,65,7.49,10.3,1,2.78,1,no
VT,104,510,no,no,0,175.1,78,29.77,239.8,105,20.38,213.8,83,9.62,8.6,3,2.32,0,no
LA,85,408,no,no,0,140.8,115,23.94,185.6,124,15.78,215.3,96,9.69,8.3,0,2.24,0,no
IL,114,408,no,no,0,166.9,119,28.37,212.9,117,18.1,244.0,92,10.98,8.7,2,2.35,2,no
DC,101,408,no,yes,9,133.6,84,22.71,192.8,96,16.39,200.2,112,9.01,8.8,1,2.38,1,no
MI,104,408,no,no,0,207.1,131,35.21,218.2,83,18.55,242.7,133,10.92,4.2,1,1.13,2,no
ND,76,415,yes,no,0,170.9,70,29.05,231.1,73,19.64,232.1,78,10.44,13.0,2,3.51,2,no
MT,139,415,yes,no,0,138.2,78,23.49,284.9,86,24.22,213.3,132,9.6,8.7,7,2.35,0,no
NV,57,415,no,yes,8,136.1,91,23.14,202.3,96,17.2,172.9,101,7.78,10.5,5,2.83,0,no
DC,44,415,no,yes,10,209.7,130,35.65,207.3,117,17.62,170.2,62,7.66,15.0,3,4.05,2,no
SC,100,415,no,yes,14,99.7,112,16.95,212.0,80,18.02,199.4,116,8.97,3.7,2,1.0,5,no
CT,120,510,no,yes,4,142.1,91,24.16,173.2,83,14.72,227.8,118,10.25,9.2,1,2.48,2,no
ID,109,415,yes,no,0,163.9,99,27.86,255.7,112,21.73,192.7,112,8.67,6.2,4,1.67,1,yes
LA,123,415,no,no,0,185.4,95,31.52,191.8,83,16.3,171.5,114,7.72,4.7,1,1.27,0,no
WY,94,415,no,no,0,104.8,86,17.82,251.4,104,21.37,225.0,97,10.12,4.3,2,1.16,0,no
ND,86,510,no,no,0,224.4,104,38.15,114.9,101,9.77,165.9,91,7.47,13.5,3,3.65,1,no
ME,82,415,no,no,0,184.1,90,31.3,271.7,74,23.09,209.9,130,9.45,8.9,3,2.4,0,no
CT,127,510,no,yes,6,209.2,101,35.56,201.0,87,17.09,260.7,107,11.73,8.5,7,2.29,1,no
AL,49,415,no,no,0,207.3,101,35.24,221.3,86,18.81,177.4,88,7.98,12.2,1,3.29,3,no
IL,161,415,no,yes,6,158.7,121,26.98,264.8,84,22.51,196.5,96,8.84,17.8,9,4.81,1,no
AK,57,510,no,no,0,156.0,76,26.52,136.8,120,11.63,154.6,96,6.96,12.3,4,3.32,0,no
NJ,123,408,no,no,0,225.3,114,38.3,171.7,105,14.59,190.0,81,8.55,4.6,6,1.24,1,no
VT,83,415,no,yes,4,185.6,90,31.55,218.3,114,18.56,206.0,93,9.27,10.3,4,2.78,1,no
SD,52,510,no,no,0,124.7,110,21.2,258.4,122,21.96,223.9,91,10.08,12.4,6,3.35,4,yes
IL,94,415,no,no,0,180.2,140,30.63,159.4,123,13.55,237.5,117,10.69,13.9,6,3.75,4,no
IL,46,510,no,no,0,204.6,94,34.78,186.2,85,15.83,186.5,122,8.39,10.4,8,2.81,2,no
ID,119,510,no,yes,11,236.3,100,40.17,187.0,130,15.9,214.8,90,9.67,14.4,3,3.89,0,no
DC,76,510,no,no,0,178.0,89,30.26,183.2,67,15.57,195.7,143,8.81,2.5,7,0.68,0,no
IN,16,408,no,no,0,181.5,95,30.86,248.6,114,21.13,181.6,91,8.17,11.1,2,3.0,1,no
TN,127,408,no,no,0,166.4,111,28.29,260.8,82,22.17,184.9,129,8.32,9.1,6,2.46,2,no
DE,109,415,yes,yes,6,265.9,118,45.2,204.7,125,17.4,170.4,110,7.67,10.6,6,2.86,2,yes
AK,52,510,no,no,0,218.5,81,37.15,143.1,98,12.16,220.1,100,9.9,11.8,3,3.19,3,no
AK,80,408,no,no,0,107.1,106,18.21,227.8,96,19.36,120.7,88,5.43,12.7,3,3.43,1,no
KS,122,510,yes,no,0,229.8,61,39.07,174.4,82,14.82,203.5,109,9.16,14.5,2,3.92,0,yes
TX,97,415,no,no,0,214.5,87,36.47,215.7,77,18.33,225.9,93,10.17,9.9,1,2.67,0,no
WA,34,510,no,no,0,239.9,97,40.78,190.8,88,16.22,205.4,99,9.24,8.8,3,2.38,2,yes
MA,164,415,yes,no,0,237.4,94,40.36,169.8,56,14.43,174.8,95,7.87,7.0,2,1.89,4,yes
CA,77,415,no,no,0,213.2,75,36.24,187.2,106,15.91,188.3,98,8.47,8.4,4,2.27,6,yes
TX,63,408,no,no,0,206.6,116,35.12,134.4,83,11.42,148.9,90,6.7,11.4,2,3.08,1,no
NC,190,415,no,no,0,191.5,105,32.55,177.7,111,15.1,205.5,98,9.25,11.5,3,3.11,1,no
ND,44,415,yes,yes,9,217.6,114,36.99,175.2,78,14.89,185.3,143,8.34,10.1,1,2.73,2,no
MO,44,415,no,no,0,142.3,88,24.19,181.2,105,15.4,165.8,122,7.46,13.1,8,3.54,1,no
AL,78,415,no,no,0,128.8,111,21.9,173.8,109,14.77,156.8,118,7.06,6.2,7,1.67,2,no
AK,108,415,no,yes,4,134.7,76,22.9,195.7,108,16.63,176.4,114,7.94,12.5,7,3.38,0,no
CT,67,510,no,no,0,116.3,102,19.77,170.8,90,14.52,195.5,120,8.8,12.8,6,3.46,3,no
SD,75,408,no,no,0,158.9,77,27.01,185.9,85,15.8,130.6,83,5.88,12.2,7,3.29,3,no
WI,73,415,no,no,0,165.6,83,28.15,228.9,73,19.46,203.5,102,9.16,4.6,4,1.24,3,no
SD,103,510,no,yes,7,210.9,102,35.85,204.1,82,17.35,204.5,125,9.2,10.9,5,2.94,1,no
MI,134,408,no,yes,7,140.7,100,23.92,222.0,105,18.87,88.1,79,3.96,13.4,4,3.62,0,no
WA,149,408,no,no,0,185.4,112,31.52,216.2,147,18.38,204.8,91,9.22,11.6,3,3.13,0,no
ND,76,415,no,no,0,211.3,112,35.92,162.2,113,13.79,210.1,146,9.45,11.2,2,3.02,1,no
OK,70,415,no,yes,9,239.7,120,40.75,232.9,88,19.8,217.0,77,9.76,11.4,3,3.08,2,no
SC,73,510,no,no,0,136.5,105,23.21,227.0,134,19.3,284.0,113,12.78,11.1,4,3.0,2,no
VT,71,415,no,no,0,214.3,84,36.43,176.5,103,15.0,161.4,131,7.26,12.4,4,3.35,0,no
IL,77,408,no,no,0,173.7,47,29.53,234.3,116,19.92,146.7,91,6.6,7.8,4,2.11,1,yes
GA,74,510,yes,no,0,215.2,119,36.58,199.1,111,16.92,222.1,70,9.99,15.2,5,4.1,3,no
KY,115,415,no,no,0,178.0,75,30.26,143.9,85,12.23,228.3,131,10.27,12.7,6,3.43,0,no
TN,69,408,no,no,0,214.7,110,36.5,171.9,117,14.61,143.2,64,6.44,7.3,3,1.97,0,no
HI,76,415,no,yes,7,52.8,75,8.98,240.8,88,20.47,153.7,134,6.92,12.8,4,3.46,2,no
KY,75,408,no,no,0,156.8,109,26.66,182.9,110,15.55,203.3,98,9.15,5.3,6,1.43,3,no
OH,71,510,no,yes,10,239.5,115,40.72,240.4,103,20.43,237.5,137,10.69,10.6,5,2.86,3,no
UT,149,408,no,no,0,179.8,73,30.57,271.5,96,23.08,208.7,118,9.39,4.1,3,1.11,0,no
NH,45,408,no,no,0,137.5,111,23.38,183.0,114,15.56,210.5,137,9.47,11.6,8,3.13,0,no
NM,120,510,yes,yes,6,165.0,94,28.05,178.0,127,15.13,231.4,102,10.41,13.1,7,3.54,1,no
MO,51,415,no,yes,5,209.5,72,35.62,240.9,92,20.48,205.8,105,9.26,11.0,5,2.97,1,no
SD,101,510,no,yes,3,126.0,99,21.42,217.2,92,18.46,233.1,101,10.49,9.6,2,2.59,4,no
WA,65,510,yes,no,0,168.3,78,28.61,235.4,93,20.01,180.5,96,8.12,9.7,4,2.62,0,no
KS,78,510,no,no,0,210.0,83,35.7,210.9,128,17.93,116.3,93,5.23,10.8,4,2.92,4,no
CA,143,510,no,no,0,175.8,92,29.89,151.9,97,12.91,223.5,83,10.06,4.0,6,1.08,3,no
MI,58,510,no,no,0,140.3,69,23.85,156.8,70,13.33,163.8,78,7.37,11.2,5,3.02,2,no
IL,40,510,no,no,0,136.9,101,23.27,238.6,67,20.28,176.5,99,7.94,7.2,4,1.94,2,no
AK,64,415,no,no,0,187.8,62,31.93,187.5,98,15.94,195.2,142,8.78,15.5,4,4.19,2,yes
NH,69,510,no,yes,7,169.7,123,28.85,186.7,143,15.87,163.8,93,7.37,11.6,1,3.13,2,no
ND,129,510,no,yes,6,86.7,104,14.74,151.2,107,12.85,186.6,114,8.4,12.3,5,3.32,2,no
TN,42,408,no,yes,9,120.2,99,20.43,174.9,82,14.87,207.5,78,9.34,6.7,4,1.81,3,no
SC,13,408,no,yes,9,184.0,112,31.28,165.1,112,14.03,216.6,107,9.75,9.5,5,2.57,1,no
TX,72,408,no,yes,9,162.8,97,27.68,270.3,111,22.98,218.6,67,9.84,8.9,2,2.4,2,no
MI,110,415,no,no,0,263.7,72,44.83,208.0,91,17.68,204.4,97,9.2,9.0,3,2.43,0,no
NE,88,510,no,no,0,164.6,123,27.98,225.3,105,19.15,199.9,78,9.0,3.5,3,0.95,2,no
WY,112,408,no,yes,8,142.2,85,24.17,204.4,106,17.37,149.1,78,6.71,14.7,3,3.97,1,no
DC,72,408,no,yes,9,139.4,105,23.7,236.4,85,20.09,157.0,93,7.06,6.0,5,1.62,1,no
ME,123,415,no,no,0,137.1,127,23.31,185.1,82,15.73,221.4,132,9.96,11.2,3,3.02,1,no
VT,44,415,no,no,0,210.0,77,35.7,222.3,93,18.9,207.8,90,9.35,10.6,3,2.86,1,no
OK,98,408,no,no,0,174.3,70,29.63,203.1,77,17.26,202.2,138,9.1,5.8,2,1.57,0,no
UT,64,408,no,yes,10,244.0,106,41.48,265.7,99,22.58,143.1,95,6.44,13.8,1,3.73,2,no
MD,65,510,no,no,0,153.7,128,26.13,196.8,113,16.73,190.6,63,8.58,17.0,3,4.59,1,no
NC,75,510,no,yes,8,138.6,107,23.56,190.5,84,16.19,243.5,112,10.96,13.9,0,3.75,1,no
RI,121,408,no,no,0,171.9,101,29.22,186.1,116,15.82,227.7,119,10.25,12.8,3,3.46,0,no
TN,91,408,no,no,0,205.2,162,34.88,169.5,106,14.41,250.5,90,11.27,9.0,2,2.43,3,no
MD,109,408,no,yes,8,189.6,101,32.23,173.5,108,14.75,191.9,118,8.64,9.7,4,2.62,2,no
ID,88,510,no,no,0,149.9,105,25.48,214.1,99,18.2,219.9,91,9.9,11.2,1,3.02,0,no
IN,111,510,no,no,0,183.5,92,31.2,284.9,92,24.22,219.5,103,9.88,2.4,2,0.65,1,no
MA,143,415,no,no,0,150.7,89,25.62,163.7,101,13.91,174.9,119,7.87,10.9,3,2.94,2,no
ME,197,408,no,no,0,171.8,122,29.21,234.7,70,19.95,210.9,102,9.49,11.0,5,2.97,0,no
ND,130,408,yes,yes,8,146.0,52,24.82,194.1,118,16.5,219.9,90,9.9,10.1,3,2.73,0,no
CA,103,408,no,no,0,253.0,125,43.01,219.4,108,18.65,201.4,103,9.06,9.7,5,2.62,2,no
MN,42,415,no,no,0,204.0,97,34.68,228.1,74,19.39,249.8,125,11.24,5.3,3,1.43,1,no
TN,87,408,no,yes,4,133.5,89,22.7,209.1,130,17.77,209.1,102,9.41,10.7,1,2.89,1,no
MO,143,408,no,yes,5,132.3,123,22.49,201.9,103,17.16,286.6,134,12.9,10.1,4,2.73,0,no
MO,114,408,yes,no,0,139.3,111,23.68,183.4,140,15.59,262.8,53,11.83,11.8,5,3.19,1,no
NJ,72,415,no,yes,9,142.5,112,24.23,216.3,128,18.39,221.0,100,9.95,14.6,5,3.94,0,no
MA,111,510,no,no,0,115.2,100,19.58,142.4,101,12.1,132.7,133,5.97,9.8,5,2.65,0,no
WA,80,510,no,no,0,179.2,98,30.46,116.9,100,9.94,195.2,106,8.78,4.0,5,1.08,0,no
AR,55,408,no,yes,5,191.8,133,32.61,202.2,86,17.19,177.8,103,8.0,15.6,4,4.21,3,no
SD,76,408,no,yes,10,129.2,125,21.96,251.2,98,21.35,165.5,57,7.45,3.7,4,1.0,1,no
AK,99,415,no,no,0,174.3,85,29.63,197.3,98,16.77,142.2,106,6.4,10.0,2,2.7,1,no
MT,77,415,yes,yes,4,152.5,144,25.93,188.7,92,16.04,205.6,134,9.25,5.0,1,1.35,2,no
KS,78,510,no,no,0,225.6,105,38.35,173.6,90,14.76,239.2,132,10.76,14.6,6,3.94,4,no
VT,76,408,no,yes,5,197.2,87,33.52,165.4,124,14.06,198.0,80,8.91,5.5,1,1.49,1,no
ID,124,415,no,yes,7,209.3,111,35.58,170.0,104,14.45,212.9,78,9.58,5.9,2,1.59,4,no
AL,74,510,no,no,0,175.6,107,29.85,238.1,102,20.24,221.5,98,9.97,6.0,4,1.62,2,no
MN,92,510,no,no,0,223.9,96,38.06,230.2,63,19.57,128.9,127,5.8,11.7,4,3.16,3,no
UT,73,510,no,no,0,173.8,108,29.55,269.0,73,22.87,230.3,117,10.36,8.1,5,2.19,2,no
NY,135,415,no,no,0,123.9,78,21.06,155.0,103,13.18,232.3,93,10.45,8.1,2,2.19,2,no
MA,129,415,no,no,0,226.8,82,38.56,213.6,111,18.16,192.6,88,8.67,6.2,5,1.67,3,yes
CT,109,415,no,no,0,138.1,89,23.48,126.5,81,10.75,140.8,107,6.34,13.6,5,3.67,0,no
LA,65,415,no,no,0,175.5,103,29.84,258.2,88,21.95,193.7,125,8.72,15.4,5,4.16,2,no
NE,9,408,no,no,0,115.4,108,19.62,200.6,125,17.05,202.6,85,9.12,10.9,4,2.94,3,no
ND,100,510,no,yes,6,154.8,105,26.32,247.1,111,21.0,202.0,112,9.09,11.4,5,3.08,0,no
NY,78,510,no,no,0,205.3,77,34.9,180.9,124,15.38,200.9,78,9.04,10.2,4,2.75,4,no
NY,155,415,no,yes,7,182.9,109,31.09,189.2,67,16.08,216.5,125,9.74,8.0,4,2.16,0,no
VA,104,510,no,no,0,184.0,132,31.28,140.5,80,11.94,223.6,105,10.06,10.8,6,2.92,1,no
WV,122,415,no,no,0,213.7,106,36.33,239.7,94,20.37,165.1,98,7.43,10.6,3,2.86,0,no
IL,141,510,yes,no,0,263.9,90,44.86,179.6,109,15.27,187.5,97,8.44,12.2,1,3.29,2,yes
PA,92,408,no,no,0,104.5,133,17.77,169.5,110,14.41,197.0,125,8.87,11.2,2,3.02,2,yes
ID,27,510,no,no,0,243.0,85,41.31,180.4,83,15.33,181.1,94,8.15,9.5,4,2.57,2,no
ME,63,408,yes,no,0,235.7,68,40.07,244.1,100,20.75,182.9,103,8.23,12.2,5,3.29,3,no
TN,100,415,yes,no,0,269.3,97,45.78,187.8,76,15.96,204.9,105,9.22,6.4,5,1.73,1,yes
WY,235,510,no,no,0,194.0,119,32.98,167.5,72,14.24,251.3,123,11.31,15.1,1,4.08,2,no
KY,116,415,no,no,0,170.1,110,28.92,204.7,105,17.4,137.4,104,6.18,13.1,5,3.54,1,no
AR,148,415,no,yes,2,293.0,96,49.81,228.9,124,19.46,196.2,130,8.83,14.6,3,3.94,0,no
TN,134,510,no,no,0,121.0,105,20.57,232.7,110,19.78,197.2,152,8.87,15.8,1,4.27,0,no
AR,155,510,no,no,0,220.2,80,37.43,232.1,123,19.73,209.7,111,9.44,9.1,7,2.46,2,no
MO,171,510,no,no,0,229.8,110,39.07,147.2,87,12.51,168.6,84,7.59,14.7,3,3.97,1,no
KY,82,415,yes,no,0,116.9,103,19.87,232.3,96,19.75,218.8,79,9.85,11.9,2,3.21,3,no
MO,100,408,yes,no,0,213.0,126,36.21,193.4,121,16.44,202.5,69,9.11,10.0,4,2.7,1,no
KY,116,415,yes,yes,5,179.9,124,30.58,202.1,87,17.18,190.2,127,8.56,10.4,6,2.81,1,no
OH,136,510,no,no,0,105.0,112,17.85,185.0,122,15.73,135.6,148,6.1,7.3,1,1.97,2,no
MN,98,510,no,no,0,221.0,128,37.57,207.1,98,17.6,247.9,97,11.16,13.4,2,3.62,2,no
MN,124,510,no,no,0,137.3,103,23.34,190.7,107,16.21,181.3,70,8.16,10.1,6,2.73,1,no
SC,57,510,yes,no,0,169.6,105,28.83,248.4,99,21.11,232.8,114,10.48,10.4,2,2.81,3,no
VA,177,415,no,no,0,79.6,90,13.53,204.7,84,17.4,207.4,84,9.33,14.6,5,3.94,2,no
